Link,1790,1800,1810,1820,1830,1840,1850,1860,1870,1880,1890,1900,1910,1920,1930,1940,1950,1960,1970,1980,1990,2000,2010,2016 (est.),2017 (est.),2018 (est.),2019 (est.),2020 (est.),County,State
"https://en.wikipedia.org/wiki/Union_County,_Georgia",,,,,,—,129.5%,−39.0%,19.4%,22.1%,20.5%,9.4%,−18.4%,−6.7%,−1.8%,21.1%,−4.7%,−11.0%,4.6%,37.9%,27.7%,44.2%,23.5%,,,12.4%,,,Union County, Georgia
"https://en.wikipedia.org/wiki/Upson_County,_Georgia",,,,,—,34.2%,0.2%,5.2%,−4.8%,31.5%,−1.7%,12.2%,−6.7%,15.9%,31.9%,28.5%,0.1%,−5.1%,−1.2%,10.6%,1.2%,4.9%,−1.6%,,,−3.5%,,,Upson County, Georgia
"https://en.wikipedia.org/wiki/Walker_County,_Georgia",,,,,,—,99.5%,−23.1%,−1.6%,11.4%,20.1%,17.9%,19.4%,25.0%,12.1%,18.4%,23.1%,18.5%,12.0%,11.4%,3.3%,4.7%,12.6%,,,1.0%,,,Walker County, Georgia
"https://en.wikipedia.org/wiki/Walton_County,_Georgia",,,—,308.6%,160.7%,−6.6%,6.0%,2.3%,−0.3%,41.5%,11.8%,19.9%,21.3%,−4.6%,−12.8%,−1.6%,−2.6%,1.2%,14.3%,33.4%,23.6%,57.3%,38.0%,,,11.6%,,,Walton County, Georgia
"https://en.wikipedia.org/wiki/Ware_County,_Georgia",,,,,—,92.8%,67.4%,−43.4%,3.9%,81.9%,111.9%,56.2%,66.8%,23.5%,−6.4%,5.2%,8.4%,13.0%,−2.0%,10.9%,−4.6%,0.0%,2.3%,,,−1.7%,,,Ware County, Georgia
"https://en.wikipedia.org/wiki/Warren_County,_Georgia",,—,4.8%,21.8%,3.0%,−10.6%,26.9%,−21.0%,7.4%,3.2%,0.7%,4.6%,3.5%,−0.3%,−5.5%,−8.5%,−14.2%,−16.2%,−9.4%,−1.3%,−7.7%,4.2%,−7.9%,,,−10.0%,,,Warren County, Georgia
"https://en.wikipedia.org/wiki/Washington_County,_Georgia",—,126.3%,−3.5%,6.9%,−7.6%,7.6%,11.4%,7.9%,24.8%,38.6%,14.9%,11.8%,−0.2%,−0.1%,−11.1%,−3.2%,−13.3%,−10.0%,−7.5%,7.8%,1.4%,10.8%,0.1%,,,−3.8%,,,Washington County, Georgia
"https://en.wikipedia.org/wiki/Wayne_County,_Georgia",,,—,49.4%,−4.7%,30.6%,19.2%,51.3%,−4.0%,174.7%,25.2%,26.2%,38.3%,10.0%,−12.1%,3.8%,8.6%,25.8%,−0.4%,16.2%,7.7%,18.8%,13.3%,,,−1.0%,,,Wayne County, Georgia
"https://en.wikipedia.org/wiki/Webster_County,_Georgia",,,,,,,,—,−7.0%,12.0%,8.7%,16.2%,−7.1%,−13.2%,−5.8%,−6.1%,−13.6%,−20.4%,−27.3%,−0.9%,−3.3%,5.6%,17.1%,,,,−6.9%,,Webster County, Georgia
"https://en.wikipedia.org/wiki/Wheeler_County,_Georgia",,,,,,,,,,,,,,—,−6.8%,−6.7%,−21.4%,−20.4%,−14.0%,12.2%,−4.9%,26.0%,20.1%,,,6.2%,,,Wheeler County, Georgia
"https://en.wikipedia.org/wiki/White_County,_Georgia",,,,,,,,—,38.9%,16.0%,15.2%,−3.9%,−13.6%,19.5%,−0.8%,6.0%,−7.3%,16.5%,11.6%,30.7%,28.5%,53.3%,36.1%,,,10.4%,,,White County, Georgia
"https://en.wikipedia.org/wiki/Whitfield_County,_Georgia",,,,,,,,—,0.7%,17.6%,8.5%,12.3%,9.8%,6.0%,23.1%,25.5%,31.9%,22.3%,30.9%,19.4%,10.1%,15.3%,22.8%,,,1.4%,,,Whitfield County, Georgia
"https://en.wikipedia.org/wiki/Wilcox_County,_Georgia",,,,,,,,—,15.3%,27.5%,156.7%,39.1%,21.5%,15.0%,−13.4%,−5.1%,−20.3%,−22.2%,−11.5%,9.8%,−8.8%,22.4%,7.9%,,,−4.8%,,,Wilcox County, Georgia
"https://en.wikipedia.org/wiki/Wilkes_County,_Georgia",—,−58.4%,13.6%,18.3%,−19.1%,−28.7%,19.3%,−5.7%,3.3%,35.5%,13.1%,15.4%,12.3%,3.3%,−34.1%,−5.4%,−17.9%,−11.5%,−7.1%,7.5%,−3.2%,0.8%,−0.9%,,,−6.8%,,,Wilkes County, Georgia
"https://en.wikipedia.org/wiki/Wilkinson_County,_Georgia",,,—,224.6%,−6.9%,5.1%,21.3%,13.0%,0.1%,28.5%,−9.9%,5.2%,−11.9%,12.9%,−4.7%,1.7%,−11.3%,−5.4%,1.5%,10.4%,−1.4%,−0.1%,−6.4%,,,−5.5%,,,Wilkinson County, Georgia
"https://en.wikipedia.org/wiki/Worth_County,_Georgia",,,,,,,,—,36.7%,56.0%,70.5%,85.7%,2.6%,24.6%,−11.6%,1.3%,−9.4%,−13.8%,−11.5%,22.3%,9.3%,11.3%,−1.3%,,,−6.4%,,,Worth County, Georgia
"https://en.wikipedia.org/wiki/Hawaii_County,_Hawaii",,,,,,,,,,,,—,18.2%,17.2%,13.0%,−0.1%,−6.7%,−10.3%,3.5%,45.0%,30.7%,23.6%,24.5%,,,,8.9%,,Hawaii County, Hawaii
"https://en.wikipedia.org/wiki/Kalawao_County,_Hawaii",,,,,,,,,,,,—,−33.3%,−15.0%,−9.3%,−26.3%,−23.8%,−17.9%,−38.4%,−16.3%,−9.7%,13.1%,−38.8%,,,,−4.4%,,Kalawao County, Hawaii
"https://en.wikipedia.org/wiki/Kauai_County,_Hawaii",,,,,,,,,,,,—,15.5%,22.9%,22.1%,−0.3%,−16.5%,−5.8%,5.6%,31.3%,30.9%,14.2%,14.8%,,,,7.8%,,Kauai County, Hawaii
"https://en.wikipedia.org/wiki/Maui_County,_Hawaii",,,,,,,,,,,,—,11.3%,25.6%,48.6%,0.0%,−13.2%,−11.6%,8.0%,54.1%,41.7%,27.6%,20.9%,,,,8.1%,,Maui County, Hawaii
"https://en.wikipedia.org/wiki/Ada_County,_Idaho",,,,,,,,,—,74.7%,79.0%,38.1%,151.6%,21.1%,7.7%,32.9%,40.2%,32.3%,20.1%,54.2%,18.9%,46.2%,30.4%,,,,22.7%,,Ada County, Idaho
"https://en.wikipedia.org/wiki/Adams_County,_Idaho",,,,,,,,,,,,,,—,−3.3%,18.8%,−1.8%,−11.0%,−3.4%,16.3%,−2.8%,6.8%,14.4%,,,6.9%,,,Adams County, Idaho
"https://en.wikipedia.org/wiki/Bannock_County,_Idaho",,,,,,,,,,,,—,64.4%,43.1%,13.6%,11.2%,20.1%,18.2%,5.8%,25.3%,0.9%,14.4%,9.6%,,,,6.0%,,Bannock County, Idaho
"https://en.wikipedia.org/wiki/Bear_Lake_County,_Idaho",,,,,,,,,,—,87.2%,16.4%,9.6%,13.6%,−10.4%,0.5%,−13.6%,4.6%,−18.8%,19.5%,−12.2%,5.4%,−6.6%,,,,2.3%,,Bear Lake County, Idaho
"https://en.wikipedia.org/wiki/Benewah_County,_Idaho",,,,,,,,,,,,,,—,−8.9%,15.1%,−15.8%,−2.2%,3.2%,33.1%,−4.3%,15.5%,1.2%,,,−0.6%,,,Benewah County, Idaho
"https://en.wikipedia.org/wiki/Bingham_County,_Idaho",,,,,,,,,,,—,−23.0%,123.1%,−21.4%,1.4%,13.4%,10.6%,21.3%,3.4%,25.1%,3.0%,11.0%,9.3%,,,,2.6%,,Bingham County, Idaho
"https://en.wikipedia.org/wiki/Blaine_County,_Idaho",,,,,,,,,,,,—,71.2%,−46.7%,−15.8%,40.5%,1.7%,−14.6%,25.0%,71.2%,37.7%,40.1%,12.6%,,,5.7%,,,Blaine County, Idaho
"https://en.wikipedia.org/wiki/Boise_County,_Idaho",,,,,,,,,—,−16.2%,4.0%,24.9%,25.8%,−65.3%,1.4%,26.3%,−23.9%,−7.3%,7.1%,70.1%,17.0%,90.1%,5.4%,,,,11.4%,,Boise County, Idaho
"https://en.wikipedia.org/wiki/Bonner_County,_Idaho",,,,,,,,,,,,,—,−4.6%,1.5%,19.1%,−5.2%,4.9%,−0.2%,55.3%,10.2%,38.4%,11.0%,,,9.4%,,,Bonner County, Idaho
"https://en.wikipedia.org/wiki/Bonneville_County,_Idaho",,,,,,,,,,,,,,—,12.4%,30.7%,17.6%,55.3%,9.3%,28.7%,9.4%,14.3%,26.3%,,,,14.2%,,Bonneville County, Idaho
"https://en.wikipedia.org/wiki/Boundary_County,_Idaho",,,,,,,,,,,,,,—,1.8%,31.4%,−1.3%,−1.7%,9.7%,14.4%,14.3%,18.5%,11.2%,,,8.9%,,,Boundary County, Idaho
"https://en.wikipedia.org/wiki/Butte_County,_Idaho",,,,,,,,,,,,,,—,−34.2%,−2.9%,45.0%,28.5%,−16.4%,14.3%,−12.7%,−0.7%,−0.3%,,,−9.7%,,,Butte County, Idaho
"https://en.wikipedia.org/wiki/Camas_County,_Idaho",,,,,,,,,,,,,,—,−18.4%,−3.6%,−20.7%,−15.0%,−20.6%,12.4%,−11.1%,36.3%,12.7%,,,0.9%,,,Camas County, Idaho
"https://en.wikipedia.org/wiki/Canyon_County,_Idaho",,,,,,,,,,,,—,237.8%,6.4%,14.8%,32.5%,30.8%,7.6%,6.3%,36.7%,7.5%,45.9%,43.7%,,,,21.7%,,Canyon County, Idaho
"https://en.wikipedia.org/wiki/Caribou_County,_Idaho",,,,,,,,,,,,,,—,−3.2%,7.7%,144.1%,7.2%,9.3%,33.1%,−19.9%,4.9%,−4.7%,,,,2.8%,,Caribou County, Idaho
"https://en.wikipedia.org/wiki/Cassia_County,_Idaho",,,,,,,,,,—,139.6%,25.7%,82.2%,117.6%,−16.2%,10.0%,1.4%,10.2%,5.6%,14.2%,0.5%,9.6%,7.2%,,,,4.7%,,Cassia County, Idaho
"https://en.wikipedia.org/wiki/Clark_County,_Idaho",,,,,,,,,,,,,,—,−40.5%,−10.4%,−8.7%,−0.3%,−19.0%,7.7%,−4.5%,34.1%,−3.9%,,,−13.2%,,,Clark County, Idaho
"https://en.wikipedia.org/wiki/Clearwater_County,_Idaho",,,,,,,,,,,,,,—,32.2%,24.9%,−0.3%,4.0%,27.2%,−4.4%,−18.1%,5.0%,−1.9%,,,0.0%,,,Clearwater County, Idaho
"https://en.wikipedia.org/wiki/Custer_County,_Idaho",,,,,,,,,,,—,9.6%,46.5%,18.3%,−10.9%,12.2%,−6.5%,−9.7%,−1.0%,14.1%,22.1%,5.1%,0.6%,,,−2.0%,,,Custer County, Idaho
"https://en.wikipedia.org/wiki/Elmore_County,_Idaho",,,,,,,,,,,—,22.2%,109.3%,6.3%,−11.7%,22.9%,21.2%,150.0%,4.5%,23.4%,−1.7%,37.4%,−7.2%,,,,1.7%,,Elmore County, Idaho
"https://en.wikipedia.org/wiki/Franklin_County,_Idaho",,,,,,,,,,,,,,—,8.4%,9.1%,−3.5%,−14.2%,−12.9%,20.6%,3.8%,22.7%,12.9%,,,,8.5%,,Franklin County, Idaho
"https://en.wikipedia.org/wiki/Fremont_County,_Idaho",,,,,,,,,,,,—,91.9%,−57.8%,−4.4%,3.8%,−9.2%,−7.2%,0.4%,24.1%,1.1%,8.1%,12.0%,,,−0.6%,,,Fremont County, Idaho
"https://en.wikipedia.org/wiki/Gem_County,_Idaho",,,,,,,,,,,,,,—,15.4%,28.6%,−8.5%,4.5%,2.8%,27.5%,−1.1%,28.2%,10.1%,,,,8.3%,,Gem County, Idaho
"https://en.wikipedia.org/wiki/Gooding_County,_Idaho",,,,,,,,,,,,,,—,15.4%,28.6%,−8.5%,9.3%,−9.4%,37.4%,−2.0%,21.7%,9.2%,,,−1.7%,,,Gooding County, Idaho
"https://en.wikipedia.org/wiki/Idaho_County,_Idaho",,,,,,,,,—,139.2%,45.5%,208.7%,35.8%,−5.0%,−14.0%,25.6%,−10.0%,18.6%,−4.8%,14.6%,−6.7%,12.5%,4.9%,,,1.5%,,,Idaho County, Idaho
"https://en.wikipedia.org/wiki/Jefferson_County,_Idaho",,,,,,,,,,,,,,—,−2.9%,17.3%,−2.5%,11.2%,−0.5%,31.7%,8.1%,15.8%,36.5%,,,,14.3%,,Jefferson County, Idaho
"https://en.wikipedia.org/wiki/Jerome_County,_Idaho",,,,,,,,,,,,,,—,45.9%,18.4%,22.0%,−3.0%,−12.5%,44.7%,2.0%,21.2%,22.0%,,,7.3%,,,Jerome County, Idaho
"https://en.wikipedia.org/wiki/Kootenai_County,_Idaho",,,,,,,,,,—,693.1%,148.7%,122.7%,−21.4%,8.9%,14.5%,12.0%,18.5%,19.5%,69.2%,16.8%,55.7%,27.4%,,,,19.6%,,Kootenai County, Idaho
"https://en.wikipedia.org/wiki/Latah_County,_Idaho",,,,,,,,,,,—,46.6%,39.9%,−3.9%,−1.6%,5.7%,11.5%,0.9%,17.6%,15.5%,6.5%,14.1%,6.6%,,,7.8%,,,Latah County, Idaho
"https://en.wikipedia.org/wiki/Lemhi_County,_Idaho",,,,,,,,,—,125.7%,−14.1%,79.9%,38.9%,7.9%,−10.1%,40.4%,−3.7%,−7.4%,−4.3%,34.0%,−7.5%,13.1%,1.7%,,,0.3%,,,Lemhi County, Idaho
"https://en.wikipedia.org/wiki/Lewis_County,_Idaho",,,,,,,,,,,,,,—,−10.5%,−10.9%,−9.8%,5.1%,−12.6%,6.5%,−14.6%,6.6%,2.0%,,,1.0%,,,Lewis County, Idaho
"https://en.wikipedia.org/wiki/Lincoln_County,_Idaho",,,,,,,,,,,,—,610.5%,−72.8%,−5.9%,30.5%,0.6%,−13.4%,−17.1%,12.4%,−3.7%,22.2%,28.8%,,,2.9%,,,Lincoln County, Idaho
"https://en.wikipedia.org/wiki/Madison_County,_Idaho",,,,,,,,,,,,,,—,−9.3%,10.5%,−0.3%,2.9%,42.8%,44.8%,21.5%,16.0%,36.7%,,,,6.3%,,Madison County, Idaho
"https://en.wikipedia.org/wiki/Minidoka_County,_Idaho",,,,,,,,,,,,,,—,−7.0%,17.5%,−0.9%,47.1%,9.3%,25.3%,−1.8%,4.2%,−0.5%,,,3.8%,,,Minidoka County, Idaho
"https://en.wikipedia.org/wiki/Nez_Perce_County,_Idaho",,,,,,,,,—,146.7%,−28.2%,382.9%,80.8%,−38.6%,15.3%,7.3%,19.6%,19.9%,11.9%,9.7%,1.6%,10.8%,5.0%,,,2.9%,,,Nez Perce County, Idaho
"https://en.wikipedia.org/wiki/Oneida_County,_Idaho",,,,,,,,,—,262.3%,−2.1%,31.0%,69.8%,−55.7%,−12.7%,−7.7%,−19.0%,−17.9%,−20.5%,13.8%,7.2%,18.1%,3.9%,,,,5.7%,,Oneida County, Idaho
"https://en.wikipedia.org/wiki/Owyhee_County,_Idaho",,,,,,,,,—,−16.8%,41.7%,88.2%,6.3%,16.1%,−12.6%,37.8%,11.6%,1.1%,0.7%,28.8%,1.5%,26.8%,8.3%,,,1.4%,,,Owyhee County, Idaho
"https://en.wikipedia.org/wiki/Payette_County,_Idaho",,,,,,,,,,,,,,—,4.2%,30.0%,25.3%,3.7%,0.3%,26.8%,4.5%,25.2%,9.9%,,,,5.9%,,Payette County, Idaho
"https://en.wikipedia.org/wiki/Power_County,_Idaho",,,,,,,,,,,,,,—,−12.7%,−11.0%,0.6%,3.1%,18.3%,40.7%,3.5%,6.4%,3.7%,,,−0.6%,,,Power County, Idaho
"https://en.wikipedia.org/wiki/Shoshone_County,_Idaho",,,,,,,,,—,−35.0%,"1,047.5%",122.0%,16.8%,2.1%,33.8%,11.4%,7.4%,−8.5%,−5.5%,−2.5%,−27.5%,−1.1%,−7.3%,,,0.2%,,,Shoshone County, Idaho
"https://en.wikipedia.org/wiki/Teton_County,_Idaho",,,,,,,,,,,,,,—,−8.9%,0.8%,−11.0%,−17.6%,−10.9%,23.2%,18.7%,74.4%,69.5%,,,14.5%,,,Teton County, Idaho
"https://en.wikipedia.org/wiki/Twin_Falls_County,_Idaho",,,,,,,,,,,,,—,109.7%,5.0%,22.0%,12.6%,2.1%,−0.1%,26.6%,1.2%,20.0%,20.1%,,,11.5%,,,Twin Falls County, Idaho
"https://en.wikipedia.org/wiki/Valley_County,_Idaho",,,,,,,,,,,,,,—,38.2%,15.7%,5.8%,−14.2%,−1.5%,55.3%,9.0%,25.2%,28.9%,,,12.0%,,,Valley County, Idaho
"https://en.wikipedia.org/wiki/Washington_County,_Idaho",,,,,,,,,,—,336.4%,79.4%,61.3%,−15.1%,−15.5%,11.2%,−3.1%,−2.3%,−8.9%,15.3%,−2.9%,16.7%,2.2%,,,−0.4%,,,Washington County, Idaho
"https://en.wikipedia.org/wiki/Adams_County,_Illinois",,,,,—,562.2%,83.1%,55.9%,36.4%,4.9%,4.7%,8.4%,−3.7%,−3.7%,1.0%,3.9%,−0.8%,5.8%,3.5%,1.1%,−7.7%,3.3%,−1.7%,,,−2.1%,,,Adams County, Illinois
"https://en.wikipedia.org/wiki/Alexander_County,_Illinois",,,,—,122.0%,138.3%,−25.0%,89.5%,124.4%,40.2%,11.9%,17.0%,17.3%,5.4%,−6.0%,13.1%,−20.3%,−20.9%,−25.2%,2.1%,−13.4%,−9.7%,−14.1%,,,,−30.1%,,Alexander County, Illinois
"https://en.wikipedia.org/wiki/Bond_County,_Illinois",,,,—,6.6%,62.0%,21.4%,59.7%,34.0%,13.0%,−2.1%,10.5%,6.2%,−6.0%,−10.2%,0.9%,−2.6%,−0.7%,−0.3%,15.8%,−7.6%,17.6%,0.8%,,,−6.4%,,,Bond County, Illinois
"https://en.wikipedia.org/wiki/Boone_County,_Illinois",,,,,,—,347.2%,53.2%,10.8%,−11.1%,6.0%,29.4%,−2.0%,−1.0%,−1.6%,0.8%,12.3%,19.1%,25.2%,12.5%,7.6%,35.6%,29.6%,,,−1.1%,,,Boone County, Illinois
"https://en.wikipedia.org/wiki/Brown_County,_Illinois",,,,,,—,72.1%,38.1%,22.8%,6.8%,−8.4%,−3.3%,−10.0%,−10.2%,−15.5%,2.0%,−11.4%,−12.9%,−10.0%,−3.1%,7.9%,19.1%,−0.2%,,,−5.5%,,,Brown County, Illinois
"https://en.wikipedia.org/wiki/Bureau_County,_Illinois",,,,,,—,188.3%,198.9%,22.7%,2.3%,5.6%,17.4%,7.0%,−3.0%,−8.9%,−3.2%,0.3%,−0.3%,2.5%,1.5%,−8.8%,−0.5%,−1.5%,,,−5.7%,,,Bureau County, Illinois
"https://en.wikipedia.org/wiki/Calhoun_County,_Illinois",,,,,—,59.6%,85.7%,59.2%,27.6%,13.8%,2.5%,16.5%,−3.4%,−4.2%,−2.6%,2.2%,−15.9%,−14.0%,−4.3%,3.4%,−9.3%,−4.5%,0.1%,,,−5.6%,,,Calhoun County, Illinois
"https://en.wikipedia.org/wiki/Carroll_County,_Illinois",,,,,,—,348.3%,155.8%,42.4%,1.6%,7.9%,3.5%,−4.9%,7.3%,−4.7%,−2.4%,5.5%,2.8%,−1.2%,−2.6%,−10.5%,−0.8%,−7.7%,,,−7.0%,,,Carroll County, Illinois
"https://en.wikipedia.org/wiki/Cass_County,_Illinois",,,,,,—,143.3%,56.1%,2.3%,25.2%,10.1%,7.9%,0.9%,3.0%,−7.6%,−0.7%,−8.1%,−3.7%,−2.2%,6.1%,−10.9%,1.9%,−0.4%,,,−10.1%,,,Cass County, Illinois
"https://en.wikipedia.org/wiki/Champaign_County,_Illinois",,,,,,—,79.6%,452.2%,123.8%,24.8%,3.2%,13.0%,8.8%,9.9%,12.8%,9.8%,50.3%,24.8%,23.3%,3.1%,2.8%,3.8%,11.9%,,,,4.3%,,Champaign County, Illinois
"https://en.wikipedia.org/wiki/Christian_County,_Illinois",,,,,,—,70.6%,227.6%,94.1%,38.6%,8.2%,7.4%,5.5%,11.2%,−2.4%,2.7%,0.7%,−4.1%,−3.4%,1.4%,−5.6%,2.8%,−1.6%,,,−6.1%,,,Christian County, Illinois
"https://en.wikipedia.org/wiki/Clark_County,_Illinois",,,,—,323.2%,89.2%,27.9%,57.2%,24.8%,17.0%,0.0%,9.7%,−2.1%,−10.0%,−15.6%,5.4%,−7.9%,−4.7%,−2.0%,4.3%,−5.9%,6.8%,−4.0%,,,−4.5%,,,Clark County, Illinois
"https://en.wikipedia.org/wiki/Clay_County,_Illinois",,,,,—,327.5%,32.9%,117.7%,70.0%,2.0%,3.6%,16.6%,−4.6%,−5.2%,−8.6%,17.3%,−7.9%,−9.3%,−6.8%,3.7%,−5.4%,0.7%,−5.1%,,,−4.1%,,,Clay County, Illinois
"https://en.wikipedia.org/wiki/Clinton_County,_Illinois",,,,,—,59.6%,38.2%,112.9%,48.8%,14.9%,−7.0%,13.9%,15.2%,0.5%,−6.9%,7.2%,−1.4%,6.4%,17.8%,15.2%,4.1%,4.7%,6.3%,,,−0.3%,,,Clinton County, Illinois
"https://en.wikipedia.org/wiki/Coles_County,_Illinois",,,,,,—,−2.9%,52.1%,77.7%,7.2%,11.3%,13.5%,1.1%,1.7%,6.3%,3.1%,4.8%,6.3%,11.6%,9.3%,−1.2%,3.0%,1.3%,,,−5.5%,,,Coles County, Illinois
"https://en.wikipedia.org/wiki/Cook_County,_Illinois",,,,,,—,325.3%,234.1%,141.4%,73.6%,96.2%,54.3%,30.8%,26.9%,30.4%,2.0%,11.0%,13.8%,7.1%,−4.3%,−2.8%,5.3%,−3.4%,,,,−0.9%,,Cook County, Illinois
"https://en.wikipedia.org/wiki/Crawford_County,_Illinois",,,,—,3.1%,41.9%,61.4%,61.9%,20.2%,16.6%,6.7%,11.3%,36.6%,−13.4%,−7.4%,1.0%,−0.7%,−1.8%,−4.5%,5.0%,−6.5%,5.1%,−3.1%,,,−5.1%,,,Crawford County, Illinois
"https://en.wikipedia.org/wiki/Cumberland_County,_Illinois",,,,,,,—,123.5%,47.1%,12.6%,12.2%,4.4%,−11.4%,−10.0%,−19.0%,12.3%,−10.3%,−5.3%,−1.7%,13.2%,−3.5%,5.5%,−1.8%,,,−2.2%,,,Cumberland County, Illinois
"https://en.wikipedia.org/wiki/DeKalb_County,_Illinois",,,,,,—,344.3%,153.1%,21.9%,15.1%,1.1%,17.3%,5.4%,−6.3%,4.2%,5.3%,18.6%,26.8%,38.6%,4.1%,4.4%,14.2%,18.2%,,,−1.0%,,,DeKalb County, Illinois
"https://en.wikipedia.org/wiki/De_Witt_County,_Illinois",,,,,,—,54.0%,116.3%,36.5%,15.2%,0.0%,11.5%,−0.3%,1.8%,−3.4%,−1.9%,−7.4%,2.1%,−1.6%,6.7%,−8.8%,1.7%,−1.4%,,,−4.8%,,,De Witt County, Illinois
"https://en.wikipedia.org/wiki/Douglas_County,_Illinois",,,,,,,,—,88.9%,17.6%,11.5%,8.1%,2.6%,0.1%,−8.6%,−1.8%,−5.0%,15.2%,−1.3%,4.1%,−1.6%,2.4%,0.3%,,,−2.5%,,,Douglas County, Illinois
"https://en.wikipedia.org/wiki/DuPage_County,_Illinois",,,,,,—,162.8%,58.2%,13.5%,14.8%,17.7%,25.0%,18.6%,26.0%,118.4%,12.5%,49.4%,102.8%,56.9%,33.9%,18.6%,15.7%,1.4%,,,,0.7%,,DuPage County, Illinois
"https://en.wikipedia.org/wiki/Edgar_County,_Illinois",,,,,—,102.0%,30.0%,58.3%,26.7%,18.9%,5.1%,5.5%,−3.3%,−5.7%,−3.1%,−2.1%,−4.2%,−3.7%,−4.3%,0.6%,−9.8%,0.6%,−5.7%,,,−6.5%,,,Edgar County, Illinois
"https://en.wikipedia.org/wiki/Edwards_County,_Illinois",,,,—,−52.1%,86.2%,14.8%,54.8%,38.7%,13.6%,9.9%,9.5%,−2.9%,−6.1%,−12.0%,8.1%,0.9%,−12.3%,−10.7%,12.3%,−6.5%,−6.3%,−3.6%,,,−4.9%,,,Edwards County, Illinois
"https://en.wikipedia.org/wiki/Effingham_County,_Illinois",,,,,,—,126.8%,105.7%,100.3%,20.9%,2.3%,5.7%,−2.0%,−2.5%,−2.8%,15.9%,−1.6%,6.6%,6.5%,25.7%,2.5%,8.1%,−0.1%,,,−0.1%,,,Effingham County, Illinois
"https://en.wikipedia.org/wiki/Fayette_County,_Illinois",,,,,—,134.0%,27.6%,38.6%,75.5%,18.3%,0.5%,20.1%,0.0%,−6.7%,−10.3%,24.1%,−15.7%,−10.7%,−5.4%,6.8%,−5.7%,4.4%,1.6%,,,−3.3%,,,Fayette County, Illinois
"https://en.wikipedia.org/wiki/Ford_County,_Illinois",,,,,,,,—,360.0%,65.9%,12.8%,7.8%,−6.9%,−3.7%,−5.9%,−3.1%,6.0%,4.4%,−1.3%,−6.8%,−6.5%,−0.2%,−1.1%,,,−5.8%,,,Ford County, Illinois
"https://en.wikipedia.org/wiki/Franklin_County,_Illinois",,,,—,131.6%,−9.8%,54.3%,65.3%,34.7%,27.5%,6.3%,14.8%,31.9%,120.8%,3.8%,−10.6%,−8.4%,−19.3%,−2.4%,12.7%,−6.7%,−3.2%,1.4%,,,−2.2%,,,Franklin County, Illinois
"https://en.wikipedia.org/wiki/Fulton_County,_Illinois",,,,,—,613.9%,71.3%,48.1%,14.9%,7.7%,4.5%,7.2%,7.2%,−2.8%,−8.7%,1.5%,−2.0%,−4.0%,−0.2%,4.3%,−12.8%,0.4%,−3.1%,,,−6.0%,,,Fulton County, Illinois
"https://en.wikipedia.org/wiki/Gallatin_County,_Illinois",,,,—,134.7%,45.3%,−49.4%,47.9%,38.2%,15.5%,16.1%,6.0%,−7.6%,−12.1%,−21.5%,13.1%,−14.0%,−22.2%,−2.9%,2.3%,−9.0%,−6.7%,−13.3%,,,−9.5%,,,Gallatin County, Illinois
"https://en.wikipedia.org/wiki/Greene_County,_Illinois",,,,,—,55.7%,4.0%,29.5%,26.0%,13.5%,3.4%,−1.6%,−4.4%,2.3%,−10.8%,−0.6%,−7.1%,−7.4%,−2.6%,−2.1%,−8.1%,−3.6%,−5.9%,,,−6.1%,,,Greene County, Illinois
"https://en.wikipedia.org/wiki/Grundy_County,_Illinois",,,,,,,—,243.3%,43.9%,12.0%,25.7%,14.8%,0.1%,−23.1%,0.5%,−1.5%,4.5%,16.3%,18.7%,15.3%,5.7%,16.1%,33.4%,,,1.8%,,,Grundy County, Illinois
"https://en.wikipedia.org/wiki/Hamilton_County,_Illinois",,,,,—,50.8%,61.3%,55.8%,31.3%,28.4%,6.5%,13.5%,−9.8%,−12.7%,−18.4%,3.5%,−8.9%,−18.3%,−13.4%,5.9%,−7.3%,1.4%,−1.9%,,,−3.5%,,,Hamilton County, Illinois
"https://en.wikipedia.org/wiki/Hancock_County,_Illinois",,,,,—,"1,959.2%",47.3%,98.3%,23.7%,−1.7%,−9.7%,1.0%,−4.9%,−6.9%,−7.4%,−0.5%,−1.9%,−4.7%,−3.8%,1.0%,−10.5%,−5.9%,−5.1%,,,−6.6%,,,Hancock County, Illinois
"https://en.wikipedia.org/wiki/Hardin_County,_Illinois",,,,,,—,109.5%,30.2%,36.0%,17.8%,20.1%,3.0%,−5.8%,7.4%,−7.7%,11.6%,−3.0%,−21.9%,−16.4%,9.5%,−3.6%,−7.5%,−10.0%,,,−9.5%,,,Hardin County, Illinois
"https://en.wikipedia.org/wiki/Henderson_County,_Illinois",,,,,,,—,106.0%,32.4%,−14.8%,−7.9%,9.7%,−10.3%,0.5%,−10.2%,1.9%,−6.0%,−2.1%,2.6%,7.8%,−11.2%,1.4%,−10.7%,,,−8.5%,,,Henderson County, Illinois
"https://en.wikipedia.org/wiki/Henry_County,_Illinois",,,,,—,"2,973.2%",202.1%,442.7%,71.9%,3.1%,−8.9%,20.1%,4.2%,8.2%,−2.9%,−0.1%,6.2%,6.1%,7.9%,8.9%,−11.7%,−0.3%,−1.0%,,,−2.8%,,,Henry County, Illinois
